"","name","artist","alias","track_preview","id","popularity","albumpopularity","ageweeks","ranking"
"2096","Earned It","Weeknd, The","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/88b3a2515b97ec8f62cbd03426901660.mp3",2098,83,72,56,84.1
"655","Energy","Drake","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/83cbd75c082491a0385fa9d41a7dece8.mp3",656,82,77,49,77.7403846153846
"2058","Fire And The Flood","Vance Joy","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b7533d8f225144b7511ce25e57b77855.mp3",2060,72,77,71,71.5
"657","Jungle","Drake","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/269950a71a99af8d59f03b11022f3bd4.mp3",658,75,77,49,70.4846153846154
"247","Blessings {Ft. Drake & Kanye West}","Big Sean","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7b9d590d19e36a2ace1aa8f7ac4e94cb.mp3",248,77,71,47,70.1384615384615
"1122","Paper Trail$","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ae855b63ada146f6f406618668cbcbba.mp3",1123,70,69,52,70.1
"658","No Tellin'","Drake","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/613171b2f938d29290b51efdfb04581e.mp3",659,74,77,49,69.4480769230769
"1155","Only One {Ft. Paul McCartney}","Kanye West","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5cf29965b169e397ff914b55ceb824ab.mp3",1155,68,55,54,69.3
"1056","To U {Ft. AlunaGeorge}","Jack U","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1bca86e4fda293a740a3b9c773df5f17.mp3",1057,77,86,47,68.7826923076923
"654","6 Man","Drake","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d332a88a84da6d05baa34eb8e843ce37.mp3",655,73,77,49,68.4115384615385
"1160","Alright","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e836816ac12b42cbb1c6c476cb16f75d.mp3",1160,78,73,44,66.4230769230769
"434","T-Shirt Weather","Circa Waves","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/95e47963a57f7073084d99060c0c69be.mp3",435,65,55,53,66
"1154","All Day {Ft. Theophilus London/Allan Kingdom/Paul McCartney}","Kanye West","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/784a9c287d4030bb6c239d962c308d1b.mp3",1154,73,59,46,65.8153846153846
"1163","King Kunta","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/33a44b8d4f8d53930dccf0e39116c290.mp3",1163,77,73,44,65.4923076923077
"1428","Lampshades On Fire","Modest Mouse","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a67aa0d33b33e401875fb3b8e1acc0e1.mp3",1431,64,54,57,65
"2056","Young","Vallis Alps","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5a8f11e1a99c0add5a8e460cfc73b676.mp3",2058,64,58,54,64.6
"1685","Begin Again","Purity Ring","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/86422a9079dd62bbc48d0cb15141b870.mp3",1687,63,48,53,64.5
"1212","Falling Short","Lapsley","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/694f0d52587da78157a580081f5b4454.mp3",1212,63,52,59,64.1
"950","Hurricane","Halsey","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a98c41353efbd1bb6acdcef7986fcb32.mp3",951,70,61,46,62.7192307692308
"566","Black Sun","Death Cab For Cutie","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/77256549ae8f0816f8d1c4f1ad2fa1c7.mp3",567,62,50,51,61.9846153846154
"1900","All Eyes On You","St. Lucia","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/317dfbe2ff78407993d6b07deaebc082.mp3",1901,61,54,202,61.7
"1119","Like Me {Ft. BJ The Chicago Kid}","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/663ecb9053f7ea369199ff81f7bbe81a.mp3",1120,62,69,52,61.3
"1689","Push Pull","Purity Ring","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0ba55dfa0b0780fffc25d998986e1aca.mp3",1691,60,49,59,61.1
"1916","Know Me From","Stormzy","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/87168c155cbce2959a32573407138f95.mp3",1917,69,59,45,60.5769230769231
"1329","Forever","Majid Jordan","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/36df214112d7b69bb6f7a3287f4f234a.mp3",1330,60,63,79,59.7
"383","Hourglass {Single Version}","Catfish And The Bottlemen","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/43d9fd49d1dbf527c77e129a2a30ac86.mp3",384,60,66,70,59.4
"22","Baby Blue {Ft. Chance The Rapper}","Action Bronson","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c548ec9babc1b058114a65ffa5d03f16.mp3",23,71,66,43,59.125
"1123","Teach Me {Ft. Kiesza}","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3a5dc854cc8bace55dbd9f7718db4c53.mp3",1124,60,69,52,59.1
"519","Sugah Daddy","D'Angelo And The Vanguard","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7bdbd3548149ef65017cfac0d9c764fc.mp3",525,59,62,57,58.7
"1615","Lifted Up (1985)","Passion Pit","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8236c8ed20fcbd25df20bab38b344f99.mp3",1616,62,49,48,58.4307692307692
"1686","Bodyache","Purity Ring","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b02018e371d7f27260508833f9720fac.mp3",1688,66,66,46,58.3846153846154
"1928","Should Have Known Better","Sufjan Stevens","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5505012d60ebcb9079d4cd50c060b1dd.mp3",1930,72,72,42,58.1538461538462
"1165","These Walls {Ft. Bilal/Anna Wise/Thundercat}","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d5da96d426ed3d96f0e1641a0c59a071.mp3",1165,69,73,44,58.0461538461538
"1118","Hazeus View","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/223b8676025e4556a81aa1895eea3eab.mp3",1119,59,69,52,58
"1006","Sedona","Houndmouth","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/08cc94e4b1575799c0cd69f91d0b7405.mp3",1007,67,53,44,57.8769230769231
"376","Adore {Ft. Ariana Grande}","Cashmere Cat","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/309e49bcda9c1ba3d070c4474f73138f.mp3",377,62,48,47,57.3038461538462
"1332","Lean On {Ft. MØ/DJ Snake}","Major Lazer","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/774a41e0777c48ede4765755ee87251a.mp3",1333,89,80,33,57.0519230769231
"1157","Drive Me Crazy {Ft. Vic Mensa}","Kaytranada","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1d75fec1220a84f6a8f0b876025890cf.mp3",1157,57,46,51,56.9826923076923
"1121","On & On {Ft. Maverick Sabre/Dymeond Lewis}","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/89f98f539d282c2b359c49cafa0c5d33.mp3",1122,58,69,52,56.9
"752","I Love You, Honeybear","Father John Misty","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3e9d1cdaa6196dfcab0dfcb5f5ae038b.mp3",753,60,61,49,56.4442307692308
"1164","The Blacker The Berry","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/27e103a583ef7913c1fa79d846435e03.mp3",1164,67,73,44,56.1846153846154
"1828","Warm","SG Lewis","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/04af868338e02ddec0bc768f84da91c2.mp3",1829,61,51,47,56.0384615384615
"2148","Burial {Ft. Pusha T/Moody Good/TrollPhace}","YOGI & Skrillex","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a3939275164461af2c411da92732fd0e.mp3",2150,55,45,79,56
"2055","Thru","Vallis Alps","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b2ab6b8eb6551030ffdf549e034aa462.mp3",2057,56,58,54,55.8
"1115","Big Dusty","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/1d438b981f11ac9601b06ad918d41b0b.mp3",1116,57,69,52,55.8
"1295","Mural","Lupe Fiasco","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/95f30b80a04118e454d12787741d68db.mp3",1296,56,60,52,55.6
"1166","Wesley's Theory {Ft. George Clinton/Thundercat}","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/34dae7e7c7311ac662dbf48678d82df9.mp3",1166,66,73,44,55.2538461538462
"1597","Boys Latin","Panda Bear","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3a06874bbec05a0d9e45517db6ffd629.mp3",1598,55,53,53,55.2
"1323","You're On {Ft. Kyan}","Madeon","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fc6b551594551395a85375f252aa24b4.mp3",1324,68,67,42,55.0038461538461
"1668","Forgive {Ft. Greta Kline}","Porches","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f61ffa05ba929467afeedae3a4419644.mp3",1670,54,45,66,54.9
"1365","Deep Six","Marilyn Manson","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/958a7105730074085588bd257a317b75.mp3",1366,55,56,52,54.9
"1120","No. 99","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/dc366e3c9837612573e43bc69a7ec4ab.mp3",1121,56,69,52,54.7
"1161","How Much A Dollar Cost {Ft. James Fauntleroy/Ronald Isley}","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5c9cdd839d2b50f9455d9bd97b164e65.mp3",1161,65,73,44,54.3230769230769
"1162","Institutionalized {Ft. Bilal/Anna Wise/Snoop Dogg}","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e53285d1f39df8a04a29e81dbe4ab7a5.mp3",1162,65,73,44,54.3230769230769
"518","Ain't That Easy","D'Angelo And The Vanguard","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/51f885e3e85607af2413d3b699042f75.mp3",524,55,62,57,54.3
"292","Kingdom Leader","BOO SEEKA","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0874f219370b989d88c5dd3a6485ed81.mp3",293,55,44,50,53.9423076923077
"375","On Fire {Ft. Maribelle}","Carmada","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f8666862fdde5ad14995c55c3c3261c1.mp3",376,52,34,58,53.8
"1467","Firefly {Ft. Nao}","Mura Masa","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/674f034af77327ad6fb39fa9b0c020c2.mp3",1469,69,63,40,53.5384615384615
"775","Down To Earth {Radio Edit}","Flight Facilities","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b25f421734e07f32cb0b0df4079d7991.mp3",776,54,60,64,53.4
"145","Castle In The Snow {Ft. Kadebostany}","Avener, The","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d8f9b08da10b2a1e1df465b38f9ccad2.mp3",146,58,60,48,53.3538461538462
"1986","Ratchet Commandments","Tink","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f745163f817b05dff801c1697b6cd4a2.mp3",1988,59,49,46,53.0769230769231
"1461","Believe","Mumford & Sons","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b38cadd654aa24c3a672de2e8f30233b.mp3",1463,74,70,37,52.9384615384615
"1925","Death With Dignity","Sufjan Stevens","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0a9eea6b30da950dfabc396e136595e7.mp3",1927,66,72,42,52.8230769230769
"1688","Heartsigh","Purity Ring","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fbbdc4ff86d6d9c29c6af3be6b95c4f4.mp3",1690,60,66,46,52.5461538461538
"1690","Repetition","Purity Ring","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/90481aa0a19c29b27e652707ef8bf90f.mp3",1692,60,66,46,52.5461538461538
"830","Solace","Fyfe","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c1316e3770aa25548912ed060dd0860b.mp3",831,60,53,45,52.5288461538462
"1167","You Ain't Gotta Lie (Momma Said)","Kendrick Lamar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/426026c00e297d426cebbca0976c8b41.mp3",1167,63,73,44,52.4615384615385
"625","First Light","Django Django","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/5f6f5522cdb3f701273c07d5792887c5.mp3",626,51,38,53,52.3
"1796","Jackrabbit","San Fermin","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/a490b7e7b8473c9806c1b02ca35b2a09.mp3",1797,50,27,52,52.3
"12","Everyday {Ft. Rod Stewart/Miguel/Mark Ronson}","A$AP Rocky","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/30f5fc836d898c086435d45158a4be30.mp3",10,80,81,34,52.2423076923077
"138","Under Stars","AURORA","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fe74fba48e5af3657ea54e03bdcf5ec8.mp3",139,51,40,60,52.1
"1836","Emerge From Smoke","Shlohmo","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/15d29554da20df814fef4cec83160094.mp3",1837,51,40,58,52.1
"1484","Squeeze Me","N.E.R.D.","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/50f58cf40a1891a52706498528266a12.mp3",1485,51,40,54,52.1
"1927","No Shade In The Shadow Of The Cross","Sufjan Stevens","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/7593ec4290da89b3265cd75349ee7f26.mp3",1929,65,72,42,51.9346153846154
"1862","Surface Envy","Sleater-Kinney","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/acbc0ffe190cabb7ea3f9d5c5ff9982f.mp3",1863,52,53,52,51.9
"1852","Shutdown","Skepta","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/ac08e90b8d4c5b0d38301db58e1b8e10.mp3",1853,70,60,38,51.8846153846154
"1075","Still","Japanese House, The","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/37e617e7e387d040691c403fce9169cd.mp3",1076,59,36,44,51.8692307692308
"21","Actin Crazy {Prod. By 40}","Action Bronson","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4868547bab3d8210c050c9b6b6a3b270.mp3",22,63,66,43,51.8480769230769
"1052","Chemical","Jack Garratt","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/d76bafe7fcb35d94cd4ee495b0bab008.mp3",1053,55,45,48,51.6923076923077
"2069","U Mad {Ft. Kanye West}","Vic Mensa","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/2e719a2b0e03d1fb06e5ab7dc4e582d5.mp3",2071,67,50,39,51.525
"16","L$D","A$AP Rocky","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/8f51804fac5f1cd0157ee46be79f30f8.mp3",14,79,81,34,51.5230769230769
"1322","Pay No Mind {Ft. Passion Pit}","Madeon","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/fbbb4c41021988d651c49419aec36976.mp3",1323,64,67,42,51.45
"2132","Greek Tragedy","Wombats, The","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/b110d96e719f0b403f7cb8bed619dec4.mp3",2134,65,63,41,51.4076923076923
"1116","Curry Chicken","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c075420ab02ec0e51bf8b0db3f4b405f.mp3",1117,53,69,52,51.4
"1117","Escape 120 {Ft. Raury}","Joey Bada$$","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6b010cf7c0d2c59c83b98b601b255409.mp3",1118,53,69,52,51.4
"571","The Wrong Year","Decemberists, The","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/6b61323fb0adb63df92f643947f4dade.mp3",572,51,48,52,51.3
"964","Something About You","Hayden James","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/99d0ee16e2a1b2c89498bf5f90bac66b.mp3",965,67,56,39,51.075
"578","Blame","Denai Moore","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/9c0049dd8b28aa006c64ad31afca35c7.mp3",579,52,41,50,51.0576923076923
"1924","All Of Me Wants All Of You","Sufjan Stevens","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/68d4a6acb074e12e2164c665cfae4169.mp3",1926,64,72,42,51.0461538461538
"520","The Charade","D'Angelo And The Vanguard","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/714798d2a0031aba94e68268bb6f50c9.mp3",526,52,62,57,51
"1111","Man Don't Care {Ft. Giggs}","JME","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/e0b188e2f0e9cd4ec01a881711dfb3b2.mp3",1112,71,67,37,50.8038461538462
"1211","8896","Lapsley","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/4be9a514dade8c5b7306f56fcd362c48.mp3",1211,51,54,54,50.7
"1687","Flood On The Floor","Purity Ring","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f2e07f947737cdcaf03762cbb9aaa307.mp3",1689,58,66,46,50.6
"1692","Stranger Than Earth","Purity Ring","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/0be90fc8144198e8dd544385358ca6fa.mp3",1694,58,66,46,50.6
"77","Skeletons","Amity Affliction, The","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/61ccceaa2be9a089a430ee076237baa3.mp3",78,51,56,80,50.5
"2105","Deadwater","Wet","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/276f0122031593c1dbc5f9d10ad9cc3e.mp3",2107,66,55,39,50.325
"2070","Continental Shelf","Viet Cong","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/f0826bf65fdd96e5b096b75a69a7b9b6.mp3",2072,50,47,52,50.3
"2033","Do It","Tuxedo","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/3a777e6b74a940e00fb1a58dc9c069b2.mp3",2035,56,48,46,50.2461538461538
"753","Strange Encounter","Father John Misty","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/da55b57cf8cd4cad6d64025a552e4975.mp3",754,54,61,49,50.225
"1575","Daffodil Days","Oscar","","http://mpegmedia.abc.net.au/triplej/hottest100/15/samples/c13fb543ba19333443e1c673e73cd071.mp3",1576,49,37,53,50.2
